Hold,RelativeHoldStartS,SteeringRad,BrakingRatio,SpectralRadiusClosedMap,SpectralRadiusAbsoluteClosedMap,LateralBoundM,LateralBoundFeedbackOffM,SteeringFeedbackSupportRad,MaximumArithmeticIncrement,MaximumTireBetaDerivativeN
51,2.5,-0.00596796119189809,0.0393985684368661,1,1.09055230657169,4.75201235539292e+25,8.94310228160896e-07,1.4621142202138e+25,4.54910086606422e-09,0.125671101489739
52,2.55,-0.00607925612960885,0.0353407472936222,1,1.09053177096767,5.14386007961448e+25,9.34909971043715e-07,1.59958780248667e+25,4.54741734383211e-09,0.0524250574489255
53,2.6,-0.00576796918252187,0.0306988402496018,1,1.09049085198825,5.5766324631488e+25,9.76540583842079e-07,1.74901109402762e+25,4.54595876534007e-09,0.0262694753006059
54,2.65,-0.00514392454044311,0.0258374731077753,1,1.09043574465382,6.05329055523216e+25,1.01954225523261e-06,1.91137145524767e+25,4.54455015123659e-09,0.0215030846434413
55,2.7,-0.00428947990669742,0.021014864765976,1,1.09046669938781,6.57751350138863e+25,1.06391836591604e-06,2.08786588258374e+25,4.54315322117676e-09,0.0148552755211521
56,2.75,-0.00326683488944125,0.016425532969802,1,1.09061007431705,7.15335270896806e+25,1.10966747719695e-06,2.27946206039353e+25,4.79992428287391e-09,0.00864857976264294
57,2.8,-0.00211919677000201,0.0122412111174646,1,1.09071416733727,7.78425763234748e+25,1.15678609646435e-06,2.48774299480668e+25,5.36201137538145e-09,0.00845036703082246
58,2.85,-0.000871138622773132,0.0086064258618157,1,1.09078734170339,8.47442183421815e+25,1.20527017593634e-06,2.71520388011502e+25,5.92749210189293e-09,0.0111161844095789
59,2.9,0.00045489985659862,0.00557403738082241,1,1.09083476443446,9.22871178852256e+25,1.25511590376939e-06,2.96343137336749e+25,6.49623640696669e-09,0.011383632645735
60,2.95,0.00178874699505674,0.00307163922693232,1,1.09085943659701,1.00523887616183e+26,1.30631981078061e-06,3.23428861503528e+25,7.06788771193025e-09,0.00847336316216053
61,3,0.00297312654285637,0.00121191307052448,1,1.09082973576814,1.09520179367857e+26,1.35887930637585e-06,3.52991149585996e+25,7.64222828653123e-09,0.00362369779198645
62,3.05,0.0037211464372552,0.001743879278476,1,1.09069783193675,1.19340484678781e+26,1.41279489223831e-06,3.85150255812925e+25,8.21904875426208e-09,0.00375326556653109
63,3.1,0.00376846076920138,0.00542533568843973,1,1.0904598929854,1.30048457248412e+26,1.46807364610109e-06,4.20246737110839e+25,8.79821658487168e-09,0.00366555580040159
64,3.15,0.00368024229184447,0.0117727854704537,1,1.09035632180677,1.41742524548171e+26,1.52472917835638e-06,4.5853262694141e+25,9.37973241097693e-09,0.00380399685652698
65,3.2,0.00556845932279515,0.0229549854000768,1,1.09098776179137,1.54596240455035e+26,1.58278051267347e-06,5.00078228100874e+25,9.9637309530577e-09,0.129308413694924
66,3.25,0.0147247369564397,0.043951666912931,1,1.09578917272405,1.68966713057392e+26,1.64225871982183e-06,5.4497073251352e+25,1.05505420915974e-08,4.24393739866002
67,3.3,0.0235187821203637,0.0780297941447059,1,1.09794129269666,1.84721330579917e+26,1.70322332247843e-06,5.98152821765296e+25,1.11407487160296e-08,11.8888179263262
68,3.35,0.027399593448953,0.111696016561342,1,1.09706730724695,2.01916364813697e+26,1.76578315827915e-06,6.57844525865474e+25,1.17350682580383e-08,10.2005976909743
69,3.4,0.00364418759695129,0.0878192919097063,1,1.10234986811719,2.21545164857822e+26,1.83005254224504e-06,7.22369933711669e+25,1.23337565652118e-08,24.3171236841425
70,3.45,0.0221039368356427,0.171283891072517,1,1.10048205482471,2.42850359242198e+26,1.8960038169584e-06,7.97465824675991e+25,1.29355359922432e-08,32.8691010673522
71,3.5,0.0249300351095322,-0.19990759759086,1,1.09816208699378,2.66386612449984e+26,1.96384747593493e-06,8.79117668122526e+25,1.35439621101834e-08,16.356246526801
72,3.55,0.0249300351095322,-0.19990759759086,1,1.09474663154885,2.91989546769281e+26,2.03260909740231e-06,9.64429391407847e+25,1.41461008290751e-08,5.90069969086749
