Scenario,FailureTimeS,AcquisitionTimeS,HistorySamples,EstimatedSpeedMps,PublishedSpeedRadiusMps,PublishedCourseRadiusRad,PublishedYawRadiusRad,EgoYawRadiusRad,ObserverSamplePeriodS
estimated_straight_oncoming,1.05,1.0125,3,10.0299675506001,30.029967550601,3.14159265358979,3.14159265358979,0.0426528724657906,0.0125
estimated_circular_oncoming,1.05,1.0125,3,10.0346023221936,30.0346023221946,3.14159265358979,3.14159265358979,0.0428800493518917,0.0125
