caseIndex,group,scenario,curvature,parameters,completed,passed,executedHolds,failureIdentifier,failureMessage,minimumNodeGapM,minimumSampledGapM,minimumRoadMarginM,minimumDomainMargin,maximumClfResidual,maximumSlewViolation,maximumFrameMs,deadlineMisses,minimumSpeedMps,maximumAbsoluteHeadingRad
99,noiseSeed,stationary,0.01,"[""Seed"",2.0260927E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.27385425529286,1.2679162556966,NaN,-0.322176266992056,-0.00429408245875428,0,48.524,0,5.77148399158228,0.722069877522594
100,noiseSeed,stationary,0.01,"[""Seed"",2.0260928E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.50959936542838,1.50897923724762,NaN,-0.372059414119719,-0.00413363256057453,0,51.899,1,5.88003810888386,0.77162618975123
101,noiseSeed,stationary,0.01,"[""Seed"",2.0260929E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.395289747207,1.395289747207,NaN,-0.34741376822589,-0.00802220915961776,0,47.122,0,5.6895269830141,0.74741376822589
102,noiseSeed,stationary,0.01,"[""Seed"",2.026093E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.24905471003289,1.24857454646438,NaN,-0.346216148274317,-0.00175758901674835,0,47.842,0,6.31047597482165,0.745674594557634
103,noiseSeed,stationary,0.01,"[""Seed"",2.0260931E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.71540277511211,1.71405552199489,NaN,-0.389804701155081,-0.00387234770667624,0,53.517,1,6.02122834015398,0.789573167314844
104,noiseSeed,stationary,0.01,"[""Seed"",2.0260932E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",2.04709734995073,2.03568661518469,NaN,-0.499507298185669,-0.00308985005632389,0,50.133,1,6.12040273866567,0.828420073019571
105,noiseSeed,oncoming,0.01,"[""Seed"",2.0260925E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",0.297229063735533,0.296348625030875,NaN,-0.113601698431336,-0.00283765019689596,0,43.818,0,4.38368483335306,0.50585391782425
106,noiseSeed,oncoming,0.01,"[""Seed"",2.0260926E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",0.324250419355332,0.323821855377602,NaN,-0.128005019778962,-0.00572312233757191,0,42.27,0,4.61695252842897,0.519928153907226
107,noiseSeed,oncoming,0.01,"[""Seed"",2.0260927E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.29411885625097,1.29411885625097,NaN,-0.384430387296894,-0.00422475020622592,0,42.048,0,5.88664484703868,0.784144361307888
108,noiseSeed,oncoming,0.01,"[""Seed"",2.0260928E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",0.290116137667983,0.287127241398555,NaN,-0.093532481300131,-0.00448587021190532,0,42.854,0,4.5556207950451,0.493525160482785
109,noiseSeed,oncoming,0.01,"[""Seed"",2.0260929E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",0.371293724075256,0.363336099829837,NaN,-0.118785976661605,-0.00769471643533709,0,41.81,0,4.34285522554423,0.514677574298622
110,noiseSeed,oncoming,0.01,"[""Seed"",2.026093E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",0.928541229487446,0.928541229487446,NaN,-0.343422639926572,-0.00354224715527579,0,42.397,0,6.21673295309335,0.743235863972144
111,noiseSeed,oncoming,0.01,"[""Seed"",2.0260931E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",0.322660477268594,0.322077463517119,NaN,-0.114058856530421,-0.00410091579555149,0,40.985,0,4.43679326579359,0.507250586544067
112,noiseSeed,oncoming,0.01,"[""Seed"",2.0260932E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",0.369735539494443,0.367317860019635,NaN,-0.124684641759239,-0.00334909214316922,0,39.933,0,4.26756106804771,0.520974585013377
113,noiseSeed,crossing,0.01,"[""Seed"",2.0260925E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.41881648446576,1.41681378851219,NaN,-0.924278499142738,-0.00260326739740408,0,50.773,1,4.05119929064966,0.854962072245337
114,noiseSeed,crossing,0.01,"[""Seed"",2.0260926E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.50787090385344,1.50416661663112,NaN,-1.32987679220125,-0.00567679351003081,0,52.374,1,4.71305077994187,0.887611674703145
115,noiseSeed,crossing,0.01,"[""Seed"",2.0260927E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.34006948252523,1.33570231925278,NaN,-0.843478438294622,-0.00420195703133987,0,49.505,0,4.27362470762235,0.854228309829705
116,noiseSeed,crossing,0.01,"[""Seed"",2.0260928E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.44453662447816,1.4444834114738,NaN,-1.03773198807885,-0.00433995099948929,0,49.342,0,4.54701788611059,0.875273823630829
117,noiseSeed,crossing,0.01,"[""Seed"",2.0260929E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.39129411365368,1.39116345756042,NaN,-1.02876555012869,-0.00767080467876467,0,52.313,1,4.47572611718292,0.870602633184384
118,noiseSeed,crossing,0.01,"[""Seed"",2.026093E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.04504743965456,1.04456853940025,NaN,-0.951559710911496,-0.00208823726188197,0,49.537,0,4.5448986830149,0.856479097824576
119,noiseSeed,crossing,0.01,"[""Seed"",2.0260931E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.26312601618791,1.26215365458536,NaN,-1.23953242026084,-0.00400118884250914,0,49.009,0,4.50441046417214,0.880329894245015
120,noiseSeed,crossing,0.01,"[""Seed"",2.0260932E+7,""EgoErrorBound"",[0.03,0.03,0.003,0.03,0.03,0.003],""TargetErrorBound"",[0.30000000000000004,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.03,0.03,0.03,0.03]]",1,1,240,,"",1.70342737854994,1.70182395070969,NaN,-1.53181381749417,-0.00313478834981734,0,49.58,0,4.78652360443997,0.920405101813611
