group,scenario,curvature,uncertaintyScale,targetCurvature,targetSpeedRate,initialLateral,initialHeading,initialSpeed,roadBoundaries,horizonSeconds,confirmationRange,completed,passed,executedHolds,failureIdentifier,failureMessage,minNodeGap,minSampledGap,minDomainMargin,minTerminalMargin,maxClfResidual,recursiveFeasibilityGuaranteed,maxFrameMs
B-uncertainty,oncoming,0,10,0,0,0,0,0,0,1.6,16,1,1,240,,"",1.90407872059323,1.90310411514739,-0.4338026893073,0.144594262860869,-0.000570865421910679,1,43.3
B-uncertainty,oncoming,0.01,1,0,0,0,0,0,0,1.6,16,1,1,240,,"",0.595045823681122,0.592298956080245,-0.340047657199869,0.166256296131983,-0.000733376276984803,1,46.523
B-uncertainty,oncoming,0.01,3,0,0,0,0,0,0,1.6,16,1,1,240,,"",0.187848654419991,0.187398539170432,-0.0977072301322156,0.155747983558814,-0.00575538023587823,1,44.489
B-uncertainty,oncoming,0.01,10,0,0,0,0,0,0,1.6,16,0,0,50,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=2.5 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2; previous-plan directions rejected: solver exit flag -2: Clarabel status 2). No command was issued.",15.0728868872684,15.0728868872684,0.383883474042144,0.125770956266946,-0.265522237306271,1,164.945
B-uncertainty,crossing,0,1,0,0,0,0,0,0,1.6,16,1,1,240,,"",9.51770633833326,9.51770633833326,0.399751983425665,0.178935878294246,-2.18626467377415e-05,1,76.773
B-uncertainty,crossing,0,3,0,0,0,0,0,0,1.6,16,1,1,240,,"",9.51436485231944,9.51436485231944,0.398513775227479,0.172011836036869,-6.98044158966205e-05,1,51.205
B-uncertainty,crossing,0,10,0,0,0,0,0,0,1.6,16,1,1,240,,"",9.50286137160315,9.50286137160315,0.394128099967605,0.147771422029238,-0.000472282179062249,1,22.142
B-uncertainty,crossing,0.01,1,0,0,0,0,0,0,1.6,16,1,1,240,,"",0.800583755816899,0.777223349576227,-0.369096208069571,0.168176832455971,-0.00067141718155859,1,73.529
B-uncertainty,crossing,0.01,3,0,0,0,0,0,0,1.6,16,1,1,240,,"",1.23882957726661,1.23855782355766,-0.849903527009912,0.158389433568455,-0.00539008549743558,1,59.135
B-uncertainty,crossing,0.01,10,0,0,0,0,0,0,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=0 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2). No command was issued.",Inf,Inf,Inf,NaN,NaN,0,271.185
C-targetCurvature,oncoming,0,0,0.005,0,0,0,0,0,1.6,16,1,1,240,,"",0.106408579508842,0.0717777617676751,0.311039935702595,0.182351985831524,-3.02133191155364e-06,1,28.751
C-targetCurvature,oncoming,0,0,0.01,0,0,0,0,0,1.6,16,1,1,240,,"",1.90027053010605,1.88986102986767,0.399952438517943,0.182403976804415,-2.80533675896897e-06,1,26.324
C-targetCurvature,oncoming,0,0,0.02,0,0,0,0,0,1.6,16,1,1,240,,"",5.65184344859868,5.65184344859868,0.399909265318717,0.182404326805663,-2.43545639950728e-06,1,25.849
C-targetSpeedRate,oncoming,0,0,0,-0.5,0,0,0,0,1.6,16,1,1,240,,"",0.532818928089104,0.532818928089104,-0.270525303939077,0.180290645298112,-2.99915569727085e-06,1,40.364
C-targetSpeedRate,oncoming,0,0,0,0.5,0,0,0,0,1.6,16,1,1,240,,"",0.319383879667661,0.262745661976087,-0.317829762540584,0.180270660643832,-2.99373467014494e-06,1,38.356
C-targetSpeedRate,oncoming,0,0,0,1,0,0,0,0,1.6,16,1,1,240,,"",0.149814427746774,0.11584222045113,-0.302653624220966,0.180711182003789,-2.99408208019078e-06,1,38.44
