group,scenario,curvature,uncertaintyScale,targetJerk,targetYawAcc,initialLateral,initialHeading,initialSpeed,roadBoundaries,horizonSeconds,confirmationRange,completed,passed,executedHolds,failureIdentifier,failureMessage,minNodeGap,minSampledGap,minDomainMargin,minTerminalMargin,maxClfResidual,recursiveFeasibilityGuaranteed,maxFrameMs
B-uncertainty,crossing,0.01,3,0.06,0,0,0,0,0,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=0 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2). No command was issued.",Inf,Inf,Inf,NaN,NaN,0,50.035
B-uncertainty,crossing,0.01,10,0.2,0,0,0,0,0,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=0 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2). No command was issued.",Inf,Inf,Inf,NaN,NaN,0,42.667
C-targetJerk,oncoming,0,0,0.1,0,0,0,0,0,1.6,16,1,1,240,,"",0.324965774555585,0.324335838451926,-0.127996752083957,0.0495566544032406,-5.6183331775914e-06,1,29.091
C-targetJerk,oncoming,0,0,0.5,0,0,0,0,0,1.6,16,1,1,240,,"",0.240586244564237,0.208036641038294,0.372967250785172,0.177007160645781,-5.56645186777316e-06,1,28.133
C-targetJerk,oncoming,0,0,1,0,0,0,0,0,1.6,16,1,1,240,,"",2.34117586342413,2.34000888387414,0.399943516646521,0.182364244081519,-4.22334270948759e-06,1,24.848
C-targetYawAcc,oncoming,0,0,0,0.1,0,0,0,0,1.6,16,1,1,240,,"",0.638612835008673,0.637927685869887,-0.28080839498113,1.61524542807157e-05,-5.64929266468135e-06,1,32.083
C-targetYawAcc,oncoming,0,0,0,0.5,0,0,0,0,1.6,16,1,1,240,,"",0.406791050936687,0.339313140409652,-0.850491671915918,1.57586754901962e-05,-5.52382165099104e-06,1,31.482
C-targetJerk,crossing,0,0,0.1,0,0,0,0,0,1.6,16,1,1,240,,"",9.52022098471171,9.52022098471171,0.399855725621519,0.182329098182035,-5.75995452553524e-06,1,16.835
C-targetJerk,crossing,0,0,0.5,0,0,0,0,0,1.6,16,1,1,240,,"",9.52238577956039,9.52238577956039,0.399856322127456,0.182329399622414,-5.7608900892316e-06,1,16.227
C-targetJerk,crossing,0,0,1,0,0,0,0,0,1.6,16,1,1,240,,"",9.52509203528515,9.52509203528515,0.399857073541974,0.182329781640391,-5.76207982005e-06,1,15.556
C-targetYawAcc,crossing,0,0,0,0.1,0,0,0,0,1.6,16,1,1,240,,"",9.52911006026076,9.52911006026076,0.399855765419841,0.182329118085159,-5.76001750339824e-06,1,16.499
C-targetYawAcc,crossing,0,0,0,0.5,0,0,0,0,1.6,16,1,1,240,,"",9.56716897535512,9.56716897535512,0.399855880689674,0.182329176317846,-5.76020483498316e-06,1,15.511
D-initLateral,cruise,0,0,0,0,0.5,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.353082513729501,0.136595128674677,-5.54457877333645e-06,1,9.889
D-initLateral,cruise,0,0,0,0,1,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.306165004418313,0.0908073984818496,-5.53749097797211e-06,1,9.276
D-initLateral,cruise,0,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.212329961037308,0.00453760251991575,-5.53114812549483e-06,1,9.92
D-initLateral,cruise,0,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.118480192503952,5.02460182143505e-05,-5.52697949473734e-06,1,10.633
D-initHeading,cruise,0,0,0,0,0,0.1,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.3,0.171812917246551,-5.56440947466272e-06,1,8.96
D-initHeading,cruise,0,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.2,0.161221567815828,-5.55549440437788e-06,1,8.908
D-initHeading,cruise,0,0,0,0,0,0.3,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.1,0.150634764287541,-5.55093012235897e-06,1,8.988
D-initSpeed,cruise,0,0,0,0,0,0,-2,0,1.6,16,1,1,240,,"",Inf,Inf,0.4,1.63795367177921e-05,-5.6493026500091e-06,1,9.25
D-initSpeed,cruise,0,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",Inf,Inf,0.4,1.64369679149234e-05,-5.64959928526414e-06,1,10.165
D-initLateral,cruise,0.01,0,0,0,0.5,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.341686513021003,0.12718277161285,-5.4900585636786e-06,1,29.369
D-initLateral,cruise,0.01,0,0,0,1,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.294689094385424,0.0806934679365146,-5.48391139470092e-06,1,9.438
D-initLateral,cruise,0.01,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.200693921053188,0.00126011857836775,-5.47725820198437e-06,1,9.397
D-initLateral,cruise,0.01,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.10667739275492,4.23242388130629e-05,-5.47319829052263e-06,1,10.719
D-initHeading,cruise,0.01,0,0,0,0,0.1,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.311316052296675,0.162602145319866,-5.50613698988492e-06,1,9.064
D-initHeading,cruise,0.01,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.211316052296675,0.151504352724891,-5.49992262897511e-06,1,10.388
D-initHeading,cruise,0.01,0,0,0,0,0.3,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.111316052296675,0.140410847563073,-5.49665797898736e-06,1,9.188
D-initSpeed,cruise,0.01,0,0,0,0,0,-2,0,1.6,16,1,1,240,,"",Inf,Inf,0.387240765173105,1.62864529814899e-05,-5.56953010752917e-06,1,9.37
D-initSpeed,cruise,0.01,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",Inf,Inf,0.388340889178888,1.62824093802583e-05,-5.5664883183938e-06,1,9.937
D-initLateral,stationary,0,0,0,0,0.5,0,0,0,1.6,16,1,0,240,,"",9.39923794415335e-05,-4.5139075061762e-05,0.154145101513564,0.145278011282917,-5.57410014722527e-06,1,46.887
D-initLateral,stationary,0,0,0,0,1,0,0,0,1.6,16,1,0,240,,"",7.6380013159155e-05,-0.0272276738752606,0.175722287401499,0.146870435130042,-5.64449203954853e-06,1,48.551
D-initLateral,stationary,0,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",8.81117034714496e-05,6.77426422346361e-05,0.219922461765614,0.115728071001114,-5.39985561587883e-06,1,41.909
D-initLateral,stationary,0,0,0,0,3,0,0,0,1.6,16,1,0,240,,"",8.63983964252135e-05,-0.00398849299895643,0.213157608183111,0.115727667712227,-5.53179957954886e-06,1,43.91
D-initHeading,stationary,0,0,0,0,0,0.1,0,0,1.6,16,1,0,240,,"",7.74586257156342e-05,-7.42428199931311e-05,0.132155627856791,0.142886956324631,-5.56227451290479e-06,1,46.469
D-initHeading,stationary,0,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",0.0050605777603964,0.00486159900295989,0.177937233367444,0.116256086451014,-5.55394687269439e-06,1,41.836
D-initHeading,stationary,0,0,0,0,0,0.3,0,0,1.6,16,1,0,240,,"",0.0268540420416355,-0.00103665368497152,0.1,0.110869865931807,-5.6448018634269e-06,1,41.802
D-initSpeed,stationary,0,0,0,0,0,0,-2,0,1.6,16,1,0,240,,"",9.74959411362534e-05,-0.0171172765055831,0.159143107076044,0.0592776261595331,-4.59882210297334e-06,1,46.574
D-initSpeed,stationary,0,0,0,0,0,0,2,0,1.6,16,1,0,240,,"",9.00147769201349e-05,-0.00221680230131671,0.0668356905222335,1.60044252501268e-05,-5.64957213464109e-06,1,42.005
