group,scenario,curvature,uncertaintyScale,targetJerk,targetYawAcc,initialLateral,initialHeading,initialSpeed,roadBoundaries,horizonSeconds,confirmationRange,completed,passed,executedHolds,failureIdentifier,failureMessage,minNodeGap,minSampledGap,minDomainMargin,minTerminalMargin,maxClfResidual,recursiveFeasibilityGuaranteed,maxFrameMs
D-initSpeed,cruise,0,0,0,0,0,0,-2,0,1.6,16,1,1,240,,"",Inf,Inf,0.4,1.64417320726307e-05,-5.64930268918776e-06,1,9.287
D-initSpeed,cruise,0,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",Inf,Inf,0.4,1.63747651627522e-05,-5.64959932418388e-06,1,11.025
D-initLateral,cruise,0.01,0,0,0,0.5,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.341686513021003,0.127182770686503,-5.49005854362511e-06,1,12.881
D-initLateral,cruise,0.01,0,0,0,1,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.294689094385424,0.0806934669786498,-5.4839113745304e-06,1,9.342
D-initLateral,cruise,0.01,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.200693921053027,0.00126010748772651,-5.47725818191421e-06,1,9.42
D-initLateral,cruise,0.01,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.106677392755659,4.23242382530387e-05,-5.47319827053724e-06,1,9.411
D-initHeading,cruise,0.01,0,0,0,0,0.1,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.311316052296675,0.162602144418525,-5.50613696961569e-06,1,9.141
D-initHeading,cruise,0.01,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.211316052296675,0.151504351805254,-5.49992260867708e-06,1,9.571
D-initHeading,cruise,0.01,0,0,0,0,0.3,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.111316052296675,0.140410846618461,-5.49665795876955e-06,1,9.865
D-initSpeed,cruise,0.01,0,0,0,0,0,-2,0,1.6,16,1,1,240,,"",Inf,Inf,0.387240765161076,1.62864619480119e-05,-5.56953008655844e-06,1,18.082
D-initSpeed,cruise,0.01,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",Inf,Inf,0.388340889178887,1.62824082683422e-05,-5.56648829741344e-06,1,10.597
D-initLateral,stationary,0,0,0,0,0.5,0,0,0,1.6,16,1,0,240,,"",9.40276844456061e-05,-4.52744010850381e-05,0.154145154035182,0.145277508080447,-5.57416869638889e-06,1,47.621
D-initLateral,stationary,0,0,0,0,1,0,0,0,1.6,16,1,0,240,,"",7.60039311940142e-05,-0.0272280435563128,0.175720045717007,0.14686999926647,-5.64449390286111e-06,1,44.553
D-initLateral,stationary,0,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",8.82479037092043e-05,6.89829257183305e-05,0.21992243924568,0.11572714954922,-5.36785313192008e-06,1,37.686
D-initLateral,stationary,0,0,0,0,3,0,0,0,1.6,16,1,0,240,,"",8.60897704391128e-05,-0.00398850821418462,0.213157495646475,0.115727066103464,-5.53179946751197e-06,1,37.519
D-initHeading,stationary,0,0,0,0,0,0.1,0,0,1.6,16,1,0,240,,"",7.75422251558757e-05,-7.41150679774982e-05,0.13215516648953,0.142886341666861,-5.56228573826129e-06,1,44.861
D-initHeading,stationary,0,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",0.00506017279958808,0.00486009796168692,0.177937060665797,0.116255469098683,-5.5539554111097e-06,1,35.525
D-initHeading,stationary,0,0,0,0,0,0.3,0,0,1.6,16,1,0,240,,"",0.0268536272517561,-0.0010374079970159,0.1,0.110869255233577,-5.64479929638578e-06,1,35.267
D-initSpeed,stationary,0,0,0,0,0,0,-2,0,1.6,16,1,0,240,,"",9.75100465047057e-05,-0.0171170133521599,0.159143289953482,0.059278372757076,-4.60063207401282e-06,1,41.451
D-initSpeed,stationary,0,0,0,0,0,0,2,0,1.6,16,1,0,240,,"",8.99291430413179e-05,-0.00221694911878956,0.0668356846655142,1.60038939527873e-05,-5.64957217347887e-06,1,34.172
D-initLateral,stationary,0.01,0,0,0,0.5,0,0,0,1.6,16,1,1,240,,"",0.10189577545398,0.0833221318041537,0.174482861686787,0.093805866499195,-5.56651297237345e-06,1,41.379
D-initLateral,stationary,0.01,0,0,0,1,0,0,0,1.6,16,1,1,240,,"",0.122199799914497,0.11892843439923,0.186954550924813,1.60531994641555e-05,-2.23364670272027e-06,1,41.988
D-initLateral,stationary,0.01,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",0.133562422963738,0.0583838186807422,0.188952413840923,1.60049842498067e-05,-5.56648699427659e-06,1,42.021
D-initLateral,stationary,0.01,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",0.101493623012272,0.0953142769519635,0.189947195289516,0.114692651397456,-5.50933606664278e-06,1,38.436
D-initHeading,stationary,0.01,0,0,0,0,0.1,0,0,1.6,16,1,0,240,,"",-0.00616709436978846,-0.0137600095956287,-0.0627987758159309,1.60027445509636e-05,-5.56648774775494e-06,1,41.243
D-initHeading,stationary,0.01,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",0.113242549136139,0.113041503728625,0.16773695894689,0.108706227980209,-3.60980069548619e-06,1,36.738
D-initHeading,stationary,0.01,0,0,0,0,0.3,0,0,1.6,16,1,1,240,,"",0.12565360242771,0.124093793326768,0.111316052296675,0.108062262563109,-5.56143009382514e-06,1,35.701
D-initSpeed,stationary,0.01,0,0,0,0,0,-2,0,1.6,16,1,1,240,,"",0.0977277166648898,0.0976146218762796,0.0932128212323227,0.0383441918619563,-2.40634924619233e-06,1,42.964
D-initSpeed,stationary,0.01,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",0.0996679944617912,0.0981012082817242,0.0310930713787638,1.60017586776917e-05,-5.56649151103779e-06,1,36.928
E-road,stationary,0,0,0,0,0,0,0,1,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The recursive cruise certificate requires an unbounded road-free reference domain.",Inf,Inf,Inf,NaN,NaN,0,99.606
E-road,oncoming,0,0,0,0,0,0,0,1,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The recursive cruise certificate requires an unbounded road-free reference domain.",Inf,Inf,Inf,NaN,NaN,0,5.815
E-road,crossing,0,0,0,0,0,0,0,1,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The recursive cruise certificate requires an unbounded road-free reference domain.",Inf,Inf,Inf,NaN,NaN,0,13.204
E-road,cruise,0,0,0,0,0,0,0,1,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The recursive cruise certificate requires an unbounded road-free reference domain.",Inf,Inf,Inf,NaN,NaN,0,1.964
F-horizon,oncoming,0,0,0,0,0,0,0,0,0.8,16,1,1,240,,"",0.0477434882360761,0.0380623165473475,-0.155012428289295,0.0222092812892439,-1.4113096680152e-05,1,54.685
F-horizon,oncoming,0,0,0,0,0,0,0,0,1.2,16,1,1,240,,"",0.0477599200397067,0.0378809364519521,-0.1550891935701,2.5551559428072e-05,-8.19189304695457e-06,1,25.478
F-horizon,oncoming,0,0,0,0,0,0,0,0,2.4,16,1,1,240,,"",0.0477209185620774,0.0381982316671712,-0.15495916422885,0.0834786502465427,-1.70223217392827e-05,1,31.639
F-horizon,oncoming,0,0,0,0,0,0,0,0,3.2,16,1,1,240,,"",0.0477435382140185,0.0380623903599126,-0.155012420096723,0.0222092024119556,-1.23841336071365e-05,1,27.261
F-horizon,crossing,0,0,0,0,0,0,0,0,0.8,16,1,1,240,,"",9.51970280131978,9.51970280131978,0.399962944625658,0.182239127508291,-5.31773264958621e-06,1,14.398
F-horizon,crossing,0,0,0,0,0,0,0,0,1.2,16,1,1,240,,"",9.51968816979401,9.51968816979401,0.399904058616491,0.182219131776877,-6.6501196767957e-06,1,13.534
F-horizon,crossing,0,0,0,0,0,0,0,0,2.4,16,1,1,240,,"",9.51971927662044,9.51971927662044,0.399985777147411,0.182398341752148,-8.88450848770306e-06,1,20.405
F-horizon,crossing,0,0,0,0,0,0,0,0,3.2,16,1,1,240,,"",9.51973204098921,9.51973204098921,0.399927653809443,0.182392255372399,-8.84587248209609e-06,1,26.257
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,10,1,1,240,,"",0.0939996847953479,0.0935156175307579,-0.246423931624834,1.60350939437393e-05,-5.64925730611888e-06,1,21.191
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,24,1,1,240,,"",0.00903338427655965,0.00822410106822366,-0.0654341510010485,0.0886394893775926,-5.63187345826227e-06,1,34.434
G-confirm,oncoming,0,0,0,0,0,0,0,0,1.6,32,1,0,240,,"",0.00365366415178705,-0.000654765930009127,-0.0310160850088626,0.171221580082231,-5.6482622971328e-06,1,46.308
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,10,1,1,240,,"",9.51971638176521,9.51971638176521,0.4,0.182404774101373,-6.4779775960483e-06,1,10.601
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,24,1,1,240,,"",9.51968170355748,9.51968170355748,0.399868471722653,0.182285089222007,-5.77316180070496e-06,1,14.357
G-confirm,crossing,0,0,0,0,0,0,0,0,1.6,32,1,1,240,,"",9.5196841678206,9.5196841678206,0.399882851545398,0.182155285249165,-5.8194631985305e-06,1,14.334
