case,seed,duration,positionRmse,velocityRmse,accelerationRmse,targetHeadingRmse,egoPositionRmse,egoVelocityRmse,egoYawRmse,positionStartupPeak,positionPostTransientPeak,bodyVelocityStartupPeak,accelerationStartupPeak,accelerationPostTransientPeak,positionSettleTo015MSeconds,domainValidFraction,speedViolationFraction,scalarAccelerationViolationFraction,curvatureViolationFraction,rangeViolationFraction,boundContainmentFraction,boundMeanM,boundMaximumM,boundMinimumSlackM,stepMedianMs,stepP95Ms,stepMaximumMs,deadlineMisses,curvatureLagS,bandwidthPerS,outagePositionPeakM,postReacquisitionAccelerationPeakMps2,positionRecoveryTo015MSeconds,passTimeS,positionErrorPeakAroundPassM,accelerationErrorPeakAroundPassMps2
oncoming-noise,106,8,0.02592839985686677,0.09340999256170303,0.126120004435399,0.005104551900300844,0.031058165064535515,0.012623150046131971,0.0007306667733859322,1.118033988749895,0.06273810772749797,3.1124493306621654,3.647575203985179,0.3154031749328476,0.58,1.0,0.0,0.0,0.0,0.0,1.0,1.6774818504666442,2.00633436653891,1.3957182801717478,2.1544999999999996,2.49925,5.004,0,,2.232577086834523,,,,4.12,0.052659427859827336,0.293774784468566
oncoming-noise,107,8,0.0263493609921599,0.09132549025272534,0.123146989815665,0.005022421750353656,0.03193087003614039,0.012343985217293504,0.000752100296561157,1.118033988749895,0.06782963462110407,3.2202354226708567,3.727201403600638,0.2695223082587846,0.64,1.0,0.0,0.0,0.0,0.0,1.0,1.674995643067308,2.02004337498295,1.3757011781005088,2.1380000000000003,2.3391499999999996,5.337,0,,2.232577086834523,,,,4.12,0.05964449552627455,0.2533969127581177
oncoming-noise,108,8,0.025178965016417643,0.08924546405327126,0.11863924877457782,0.004692751085204299,0.035092141838159334,0.01251135900076199,0.0007637069708651116,1.118033988749895,0.049980151752101,3.183079169939756,3.712966798796914,0.3198722502078932,0.64,1.0,0.0,0.0,0.0,0.0,1.0,1.6767242524424841,2.0190949218396,1.3798877172607136,2.127,2.327,5.164000000000001,0,,2.232577086834523,,,,4.12,0.048688216727415974,0.3198722502078932
oncoming-noise,109,8,0.02772703343820907,0.10496280784415041,0.1315047871854006,0.006389056446982721,0.031444995895468716,0.012598393850821643,0.0006864579134879589,1.118033988749895,0.06533638102601645,3.192829815186503,3.7054923989068325,0.30909136986966324,0.58,1.0,0.0,0.0,0.0,0.0,1.0,1.6768325348217819,2.02912001307421,1.3948711389871096,2.1365,2.3651499999999994,5.167,0,,2.232577086834523,,,,4.12,0.046322859299943175,0.23141083432698398
oncoming-noise,110,8,0.03029906261379916,0.10673709652464848,0.1438104288374006,0.0056365038507214795,0.03200258959394676,0.013129365157241814,0.000683858938710604,1.118033988749895,0.06397359477573818,3.1425401690044272,3.728315063174223,0.3099672288684191,0.6,1.0,0.0,0.0,0.0,0.0,1.0,1.6765364705249697,2.02690226351473,1.3894851061900209,2.1405000000000003,2.384149999999999,5.112,0,,2.232577086834523,,,,4.12,0.05938539124230333,0.27120384142951165
lane-change-noise,101,12,0.030807778026307363,0.13901290807028682,0.3580386175683196,0.005658716228504294,0.01375738544296265,0.01036010764812927,0.0008776523293829562,1.118033988749895,0.08112714970253158,3.678499563343548,4.955919910998614,1.1142015408814372,0.52,0.998003992015968,0.0,0.0,0.001996007984031936,0.0,1.0,1.7017685760395551,1.78290751873878,1.3936430896617333,2.1525,2.63305,6.021,0,0.5999999999999999,2.553562758862833,,,,,,
lane-change-noise,102,12,0.02947187183183584,0.1393124064178682,0.36520728508482025,0.006637408239720371,0.012150446646847448,0.012078625232574238,0.0008736742265787556,1.118033988749895,0.06692469038530151,3.760207532573965,4.928881136891182,0.949386031962516,0.52,0.9880239520958084,0.0,0.0,0.011976047904191617,0.0,1.0,1.7022322638224514,1.7903789543799,1.4007503511965913,2.117,2.3056499999999995,5.392,0,0.6399999999999999,2.553562758862833,,,,,,
lane-change-noise,103,12,0.027598093991995542,0.13044462602415965,0.3506264815667498,0.0058175291034707225,0.011777801609057705,0.01227080478704359,0.0008648672257152814,1.118033988749895,0.06261264643059058,3.714308842512202,4.884653866918337,1.0170940905593133,0.52,0.998003992015968,0.0,0.0,0.001996007984031936,0.0,1.0,1.6999384090994556,1.7736434395426,1.3775746075578628,2.085,2.20925,5.392,0,0.6399999999999999,2.553562758862833,,,,,,
lane-change-noise,104,12,0.02814827015399285,0.13243373873113706,0.3521705217948829,0.005537499183603478,0.011335092327697796,0.012087850126988646,0.0008687732354766779,1.118033988749895,0.06266465437594537,3.680879012996201,4.900767407722289,0.8493758247789002,0.5,0.9920159680638723,0.0,0.0,0.007984031936127744,0.0,1.0,1.7025770098950448,1.77721284016545,1.3535762661555246,2.097,2.3722999999999996,5.327,0,0.5999999999999999,2.553562758862833,,,,,,
lane-change-noise,105,12,0.030995130076064914,0.1422394006341389,0.3621693720871988,0.006138697225407262,0.012195089348201342,0.010896492237024828,0.0008408809745272779,1.118033988749895,0.07768836471694078,3.6296981394465337,4.82850422372352,0.9004218478832137,0.5,0.9820359281437125,0.0,0.0,0.017964071856287425,0.0,1.0,1.7016785417183509,1.7784695480529,1.370848711512595,2.1020000000000003,2.5124999999999997,5.630999999999999,0,0.6199999999999999,2.553562758862833,,,,,,
lane-change-noise,106,12,0.032910489914826306,0.1457161258651494,0.3613436755238601,0.006185171130094219,0.013299686244723942,0.012242358896615476,0.0008893392726998269,1.118033988749895,0.07598609805628348,3.780722807849788,4.981675078555932,0.9037335183284898,0.5,0.9860279441117764,0.0,0.0,0.013972055888223553,0.0,1.0,1.7023318504795162,1.78467443228904,1.4056392530642252,2.127,2.3882,5.32,0,0.5800000000000001,2.553562758862833,,,,,,
lane-change-noise,107,12,0.030950831884573957,0.13947682310431286,0.357955078951611,0.006024691663385912,0.01048087874160703,0.011089791582270424,0.0008342616012067889,1.118033988749895,0.06590470766716174,3.6306014752025515,4.843626795686869,0.9979497186814067,0.54,0.9860279441117764,0.0,0.0,0.013972055888223553,0.0,1.0,1.7028810490930275,1.78459553512608,1.3947503588686436,2.108,2.2943499999999997,5.558,0,0.6199999999999999,2.553562758862833,,,,,,
lane-change-noise,108,12,0.03248465926450737,0.1439282070984826,0.36375126779064587,0.006719994841340252,0.013007559095838023,0.011679506725952167,0.0008751649879125923,1.118033988749895,0.07213628457057043,3.8309608306639853,5.0110995772972355,0.9101677169951008,0.52,0.9840319361277445,0.0,0.0,0.015968063872255488,0.0,1.0,1.7026545427040216,1.78273280067044,1.39279213817735,2.124,2.3553999999999995,5.526,0,0.5999999999999999,2.553562758862833,,,,,,
lane-change-noise,109,12,0.030077507879865725,0.13620788947157286,0.3590774633608755,0.005973202398204093,0.010676819455147488,0.010986527766992769,0.0008456032813150268,1.118033988749895,0.0669427244408262,3.6138253000702267,4.7994158704964445,0.9922065732238772,0.5,0.9940119760479041,0.0,0.0,0.005988023952095809,0.0,1.0,1.7031833131477903,1.77727535797902,1.368267424721902,2.1135,2.2560000000000002,5.368,0,0.6199999999999999,2.553562758862833,,,,,,
lane-change-noise,110,12,0.03327015516961975,0.15252030325466442,0.3778956758289165,0.006741804871716867,0.013104826264793415,0.011574735969976196,0.0008319674108596621,1.118033988749895,0.06886935559124346,3.8243041162299614,5.019833826438961,0.9315433119911628,0.52,1.0,0.0,0.0,0.0,0.0,1.0,1.700753228286929,1.77850018251506,1.3807976978712773,2.105,2.2150499999999997,5.307,0,0.6399999999999999,2.553562758862833,,,,,,
noise-2x,101,12,0.0596587051688776,0.24443485217416172,0.3735093433447902,0.010176812736426854,0.02413813507597352,0.010207629848069227,0.0009266334988592228,1.118033988749895,0.14353312159589462,3.804646504806436,5.265912317064989,0.8064196966867542,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.7584423797239912,1.90264453649924,1.305506346609417,2.121,2.3161499999999995,5.6979999999999995,0,,2.5910462926477833,,,,,,
noise-2x,102,12,0.05881564020814247,0.24404841737114127,0.3726931435280922,0.012207117794298318,0.021838200308540147,0.013176841602261806,0.000927137962236149,1.118033988749895,0.13868624048446665,3.920016020225118,5.200149371676981,0.9679219630770921,0.82,1.0,0.0,0.0,0.0,0.0,1.0,1.7592245559703945,1.91846847045253,1.370936224192644,2.1229999999999998,2.4010999999999996,5.029,0,,2.5910462926477833,,,,,,
noise-2x,103,12,0.05437565686286488,0.2241463705364296,0.34354703237438117,0.010306641662323635,0.02238510919383525,0.013418207586530262,0.0009001238703609184,1.118033988749895,0.12347652458165048,3.8238349109914855,5.070993215348183,0.8585667453904392,0.48,1.0,0.0,0.0,0.0,0.0,1.0,1.754270188406633,1.88544968958655,1.298919733618646,2.1325000000000003,2.4404499999999993,5.949000000000001,0,,2.5910462926477833,,,,,,
noise-2x,104,12,0.053560748736996344,0.22617068962810938,0.34783748702634115,0.009732428656611678,0.022815665528170184,0.013295850406746466,0.0009073545399698665,1.118033988749895,0.12611214833983742,3.763236184537585,5.1911536657518065,0.8057958848650043,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.7599410961647952,1.90327767628053,1.2879113701159468,2.127,2.2840499999999997,5.4159999999999995,0,,2.5910462926477833,,,,,,
noise-2x,105,12,0.05997445677179344,0.24627583804255623,0.3744085459723179,0.010849031964346747,0.024250865863328565,0.011110706033296782,0.0008479952099910621,1.118033988749895,0.15705522547807593,3.6510335225118324,4.9498419945900896,0.925373129338501,5.64,1.0,0.0,0.0,0.0,0.0,1.0,1.7581885052585269,1.89701442784105,1.283094989303986,2.1519999999999997,2.3201499999999995,5.149,0,,2.5910462926477833,,,,,,
noise-2x,106,12,0.06344267600213957,0.2636323594674629,0.40244904380757934,0.011664703253137464,0.023983784128662727,0.013548333857157936,0.000943137610812668,1.118033988749895,0.14259184631302624,3.958313150914723,5.300754887650745,0.8890192006719407,0.48,1.0,0.0,0.0,0.0,0.0,1.0,1.7593993895827282,1.91215543139798,1.3333181009011703,2.18,2.607449999999999,5.3309999999999995,0,,2.5910462926477833,,,,,,
noise-2x,107,12,0.06088102772393253,0.2470088312774256,0.3768263974420589,0.01083788698937408,0.018857416764542174,0.011530094159472773,0.0008457480338955939,1.118033988749895,0.13273072359078458,3.6566399242580028,5.079597347382934,0.7299823295140732,0.54,1.0,0.0,0.0,0.0,0.0,1.0,1.7605855169413087,1.90449801231318,1.300521234912019,2.1580000000000004,2.37925,5.351,0,,2.5910462926477833,,,,,,
noise-2x,108,12,0.06232614083923055,0.2512901564562657,0.3848346760244459,0.012174738076624435,0.022885207877856223,0.01239041336406027,0.0009250813020659398,1.118033988749895,0.1296039116840858,4.060850636166001,5.360738153726424,0.8425549864035339,0.52,1.0,0.0,0.0,0.0,0.0,1.0,1.7599440815211778,1.8994496176317,1.3391299609371592,2.159,2.3150999999999997,8.104,0,,2.5910462926477833,,,,,,
noise-2x,109,12,0.057899546208381586,0.2351404113449688,0.3615195287533968,0.010579410060402783,0.020023887861731624,0.011408717019559056,0.0008747223209662932,1.118033988749895,0.1362049646061882,3.6401774402626828,4.895496351814746,0.772215669830261,0.46,1.0,0.0,0.0,0.0,0.0,1.0,1.7609965548515076,1.89687509121654,1.2787634181411391,2.1359999999999997,2.4530999999999996,5.346,0,,2.5910462926477833,,,,,,
noise-2x,110,12,0.06504729605041962,0.2658729320499504,0.4061654328040199,0.011820730078516655,0.023722423409497186,0.012216036288479544,0.0008411352177630486,1.118033988749895,0.1387548714126203,4.04716471022024,5.38133683970131,0.9357210726628824,0.52,1.0,0.0,0.0,0.0,0.0,1.0,1.7561718388411582,1.92303548321305,1.2884236851996511,2.16,2.4482,5.539,0,,2.5910462926477833,,,,,,
large-offset-noise,101,12,0.029811897453373228,0.12304287184287248,0.18790794052181578,0.00519182134250139,0.014646753311419581,0.010517073891335065,0.0008689884906357319,3.3541019662496847,0.07176724298015544,11.206385317692435,15.280215803908664,0.40626073773614607,1.2,1.0,0.0,0.0,0.0,0.0,1.0,1.7038616609784558,1.7858222008996,1.2116657296706559,2.189,2.31905,5.915,0,,2.5910462926477833,,,,,,
large-offset-noise,102,12,0.029507075740850725,0.12353069898111183,0.18873456321048038,0.006231069409939324,0.013123271539825431,0.012135135779589294,0.0008686936765567078,3.3541019662496847,0.0693289537146803,11.322800101563773,15.18454463031849,0.47826481907085727,1.06,1.0,0.0,0.0,0.0,0.0,1.0,1.7042499480150868,1.79079305982469,1.2060483717926938,2.182,2.3442000000000003,5.492999999999999,0,,2.5910462926477833,,,,,,
large-offset-noise,103,12,0.027183972209362084,0.11237160636852428,0.17206722877437958,0.005194173102957556,0.013088098363718126,0.012247708338689975,0.0008561807506937979,3.3541019662496847,0.06174536468410921,11.2747537562385,15.20892329451639,0.4261406990828729,1.06,1.0,0.0,0.0,0.0,0.0,1.0,1.7017663782399952,1.77353717929623,1.1911302980792577,2.1605,2.3771,5.566,0,,2.5910462926477833,,,,,,
large-offset-noise,104,12,0.026757754876839783,0.11402594007987377,0.17611642996687976,0.004945859427581558,0.012059257745392075,0.012076560367469142,0.0008600532887203503,3.3541019662496847,0.06302783432970324,11.241405797393654,15.224620312564799,0.4443546842586081,1.18,1.0,0.0,0.0,0.0,0.0,1.0,1.704605646841281,1.77724327996527,1.1620867659942515,2.162,2.2824499999999994,5.311,0,,2.5910462926477833,,,,,,
large-offset-noise,105,12,0.03010292489444795,0.1243656734978022,0.18928404416232142,0.005540044129724453,0.012869828886476581,0.010947390674957955,0.000827623990830571,3.3541019662496847,0.078536224648072,11.174812023928904,15.143348829176489,0.4646083066403999,1.18,1.0,0.0,0.0,0.0,0.0,1.0,1.7037341570779616,1.77921057745951,1.1857386562164407,2.1494999999999997,2.2941499999999997,5.233,0,,2.5910462926477833,,,,,,
large-offset-noise,106,12,0.031728880585964764,0.13232251818041382,0.20161945942920423,0.005887867749293294,0.014254012417720043,0.012248786370588348,0.0008786016495555016,3.3541019662496847,0.07129870665625944,11.34414137937769,15.247450124970149,0.4456527020504825,1.22,1.0,0.0,0.0,0.0,0.0,1.0,1.7043463358378537,1.78795236022098,1.1866748754924308,2.17,2.30505,5.28,0,,2.5910462926477833,,,,,,
large-offset-noise,107,12,0.03043237017844664,0.12450176243760827,0.189287753709188,0.005540445509317953,0.011523586238222906,0.011190567498083897,0.0008269224061649703,3.3541019662496847,0.06558297801042023,11.167090184552737,15.135303150555243,0.36782255823086996,1.18,1.0,0.0,0.0,0.0,0.0,1.0,1.7049195022746584,1.78901748083968,1.2162095631582686,2.1510000000000002,2.36905,5.83,0,,2.5910462926477833,,,,,,
large-offset-noise,108,12,0.031169334096501893,0.1265589052787452,0.19250425922563918,0.0061807758705832196,0.013919511479459112,0.011727603915348437,0.0008658465886857489,3.3541019662496847,0.0647919240547294,11.381369897330764,15.310057923665212,0.4216287149719962,1.26,1.0,0.0,0.0,0.0,0.0,1.0,1.7045960869751133,1.7870913940008,1.2039664667339012,2.1485000000000003,2.26105,5.8950000000000005,0,,2.5910462926477833,,,,,,
large-offset-noise,109,12,0.028995125472430994,0.11852561850898598,0.18251559090960404,0.005377223747442211,0.011209530254891163,0.011032189490658626,0.0008377769742636735,3.3541019662496847,0.06808242540754078,11.17146502853554,15.119458921075966,0.38751716556194543,1.08,1.0,0.0,0.0,0.0,0.0,1.0,1.7051457804541619,1.77231348306502,1.179878045851488,2.1565000000000003,2.3465,5.719,0,,2.5910462926477833,,,,,,
large-offset-noise,110,12,0.03258212247254941,0.1340003114394121,0.2037379214853244,0.006035826962816101,0.013976987236885481,0.01154907963128025,0.0008225838771650617,3.3541019662496847,0.07033444600759729,11.388382225580186,15.317932986114636,0.46966577040261315,1.1,1.0,0.0,0.0,0.0,0.0,1.0,1.702723441711086,1.78026650583193,1.1878485728262553,2.1470000000000002,2.30305,5.343,0,,2.5910462926477833,,,,,,
intermittent-dropout-noise,101,12,0.03555665981240941,0.14222480775374746,0.21509054990430385,0.006126878598150792,0.013580488135931741,0.01051788251274569,0.0008852769421691516,1.118033988749895,0.12496284948255894,3.744240786898805,5.118588651841755,0.5524892969939686,0.5,1.0,0.0,0.0,0.0,0.0,1.0,2.556597198232171,17.5341043053018,1.3934449386039602,2.1350000000000002,2.3571,5.524,0,,2.5910462926477833,0.12496284948255894,0.5524892969939686,0.0,,,
intermittent-dropout-noise,102,12,0.03249339471664999,0.13130050191163833,0.19817221720811146,0.0068181452707726,0.012086750277729236,0.012075363922017624,0.0008825819102540839,1.118033988749895,0.08728514919364157,3.8286557236003635,5.0807765257088064,0.5324646996324068,0.5,1.0,0.0,0.0,0.0,0.0,1.0,2.556446185648394,17.5311343080265,1.3996430977266463,2.1295,2.28205,5.454,0,,2.5910462926477833,0.08728514919364157,0.5324646996324068,0.0,,,
intermittent-dropout-noise,103,12,0.030230746907598447,0.12250588448405776,0.18632352872181823,0.005869380275411983,0.011851049770952839,0.012196563095370443,0.0008706364640348067,1.118033988749895,0.0789704732323807,3.7805227126642924,5.045025844210442,0.429696541712323,0.48,1.0,0.0,0.0,0.0,0.0,1.0,2.5536655696874657,17.5732655324672,1.3765069171930229,2.1185,2.3672,5.1450000000000005,0,,2.5910462926477833,0.0789704732323807,0.429696541712323,0.0,,,
intermittent-dropout-noise,104,12,0.028313074992340106,0.11683208856384143,0.17817524251769784,0.004911481416436682,0.011642964108127683,0.012096386192105912,0.0008760708242667058,1.118033988749895,0.06349596277842476,3.7463718379633777,5.071562592347713,0.4613280041665656,0.5,1.0,0.0,0.0,0.0,0.0,1.0,2.5567224031106686,17.5177038590782,1.3522089401343143,2.121,2.2872,5.38,0,,2.5910462926477833,0.06319623649584778,0.4613280041665656,0.0,,,
intermittent-dropout-noise,105,12,0.0339250932954931,0.13718023196986687,0.20686504563028382,0.00571169825198782,0.012501716468611397,0.01090575046542727,0.0008461658891364833,1.118033988749895,0.08931320364501456,3.688218460664508,4.9871131504969695,0.4844396260168871,0.5,1.0,0.0,0.0,0.0,0.0,1.0,2.5548723534021778,17.5457018337472,1.3697742408822948,2.139,2.303,5.426,0,,2.5910462926477833,0.08931320364501456,0.4844396260168871,0.0,,,
intermittent-dropout-noise,106,12,0.034173277252517495,0.1388009685977176,0.2096032626887143,0.006249508214482232,0.013286128543824337,0.01222174322945122,0.0008942838976871382,1.118033988749895,0.07519629900476105,3.849261866357861,5.133896331854387,0.43311160304749513,0.5,1.0,0.0,0.0,0.0,0.0,1.0,2.558486247793032,17.5570267905037,1.402862241794657,2.125,2.2855499999999997,5.2379999999999995,0,,2.5910462926477833,0.07519629900476105,0.43311160304749513,0.0,,,
intermittent-dropout-noise,107,12,0.03368981357569446,0.13502520799633358,0.20378299374219094,0.0055883056721893675,0.01045237701172611,0.011137366989464381,0.0008433506476989157,1.118033988749895,0.10317190104438315,3.688904972118131,5.015627347720287,0.49670381467346675,0.54,1.0,0.0,0.0,0.0,0.0,1.0,2.5582436434141376,17.5234924755783,1.3944093144290501,2.1345,2.3141499999999997,5.5329999999999995,0,,2.5910462926477833,0.10317190104438315,0.49670381467346675,0.0,,,
intermittent-dropout-noise,108,12,0.03355298831117716,0.1343104552835934,0.20379672412913816,0.006403422780821492,0.012850331612494284,0.01168809823963855,0.0008813630205796339,1.118033988749895,0.0786911089870662,3.893185197534821,5.163571141612783,0.4424177629675538,0.52,1.0,0.0,0.0,0.0,0.0,1.0,2.556830465603745,17.4875098759375,1.389330015357296,2.111,2.2600499999999997,5.2139999999999995,0,,2.5910462926477833,0.0786911089870662,0.4424177629675538,0.0,,,
intermittent-dropout-noise,109,12,0.031239487620614154,0.12245948053169017,0.18603227189746774,0.005548711825640396,0.010818434955037072,0.011077082178442617,0.0008543787729232725,1.118033988749895,0.0721308836072825,3.6772920759220074,4.955692424978329,0.4172434387254598,0.5,1.0,0.0,0.0,0.0,0.0,1.0,2.557260911173267,17.5379819073328,1.366651192382347,2.128,2.2301,5.253,0,,2.5910462926477833,0.0721308836072825,0.4172434387254598,0.0,,,
intermittent-dropout-noise,110,12,0.03616010279190728,0.14631969136801146,0.22139777458151802,0.00616128258007954,0.013122791673967,0.0115591275906032,0.0008392184267313103,1.118033988749895,0.09371901420260421,3.8935101044958293,5.173125394111458,0.5500145543827237,0.52,1.0,0.0,0.0,0.0,0.0,1.0,2.5535688976107567,17.5339695186879,1.3748375009931642,2.1510000000000002,2.4405499999999996,5.343999999999999,0,,2.5910462926477833,0.09245583836473158,0.5500145543827237,0.0,,,
