case,seed,duration,positionRmse,velocityRmse,accelerationRmse,targetHeadingRmse,egoPositionRmse,egoVelocityRmse,egoYawRmse,positionStartupPeak,positionPostTransientPeak,bodyVelocityStartupPeak,accelerationStartupPeak,accelerationPostTransientPeak,positionSettleTo015MSeconds,domainValidFraction,speedViolationFraction,scalarAccelerationViolationFraction,curvatureViolationFraction,rangeViolationFraction,boundContainmentFraction,boundMeanM,boundMaximumM,boundMinimumSlackM,stepMedianMs,stepP95Ms,stepMaximumMs,deadlineMisses,curvatureLagS,bandwidthPerS,outagePositionPeakM,postReacquisitionAccelerationPeakMps2,positionRecoveryTo015MSeconds,passTimeS,positionErrorPeakAroundPassM,accelerationErrorPeakAroundPassMps2
dropout-noise,110,12,0.041115599034852825,0.1517924960508873,0.22578739051886468,0.007915977148128295,0.013122791673967,0.0115591275906032,0.0008392184267313103,1.118033988749895,0.15765496271853519,3.8935101044958293,5.173125394111458,0.8051611636808288,5.02,1.0,0.0,0.0,0.0,0.0,1.0,5.932923515311906,87.5847796997867,1.3748375009931642,2.1020000000000003,2.4158999999999993,5.24,0,,2.5910462926477833,0.15765496271853519,0.8051611636808288,0.0,,,
retained-noise-25Hz,101,12,0.03896379320178511,0.1645187176418578,0.2480888766108891,0.007295689386574065,0.015695029785778136,0.022678277820897836,0.0016907240271806935,1.118033988749895,0.09684886220642411,3.8169169879462315,5.109175020795359,0.6287468338848063,0.56,1.0,0.0,0.0,0.0,0.0,1.0,3.2310508492892778,3.33727850365196,2.776207605330027,2.882,3.125,6.723,0,,2.5910462926477833,,,,,,
retained-noise-25Hz,102,12,0.04297096336876222,0.1830055383223364,0.277243765279639,0.007825186918058178,0.018783988877521498,0.022621654672775687,0.0016917920473613329,1.118033988749895,0.09091634937817349,3.976322319070963,5.323565498295449,0.5741054671134566,0.52,1.0,0.0,0.0,0.0,0.0,1.0,3.2331305619424087,3.34185490858739,2.72064770557931,2.8649999999999998,3.2354,6.404,0,,2.5910462926477833,,,,,,
retained-noise-25Hz,103,12,0.04004992813531332,0.16493434608613175,0.24761090100852487,0.006880657462583692,0.017063742814794093,0.023866349370546654,0.0017410351190047986,1.118033988749895,0.08915491617288572,4.014877940446818,5.331260317490394,0.6247832045230818,0.56,1.0,0.0,0.0,0.0,0.0,1.0,3.2304295784002686,3.30938735082991,2.8015652448819246,2.8425000000000002,3.08535,6.054,0,,2.5910462926477833,,,,,,
retained-noise-25Hz,104,12,0.045682031732670214,0.18924842543050366,0.2849468416109116,0.008901474281892082,0.01722678141401228,0.02372207951615978,0.0016958091672875846,1.118033988749895,0.11195700164038325,3.9982135907699132,5.300501632469699,0.6610783060488382,0.56,1.0,0.0,0.0,0.0,0.0,1.0,3.2296438661045768,3.31600043081864,2.697003684477971,2.835,2.9251000000000005,6.4910000000000005,0,,2.5910462926477833,,,,,,
retained-noise-25Hz,105,12,0.04185114423024199,0.1777393722415933,0.26661466567045083,0.008569569260170749,0.020171702789857224,0.024527968099240485,0.0017893474145732036,1.118033988749895,0.09228899459513655,3.934720537672184,5.258806267987593,0.6104615621070955,0.52,1.0,0.0,0.0,0.0,0.0,1.0,3.2336800719576924,3.34441588887253,2.748946057805285,2.894,3.1914,6.084,0,,2.5910462926477833,,,,,,
retained-noise-25Hz,106,12,0.04191082925787838,0.17362170563774054,0.2608851849867325,0.007768514106732831,0.021139009599395773,0.022683561002900934,0.0017488333080645734,1.118033988749895,0.08893677510639543,3.8175971082424476,5.071745260638921,0.5986675784707447,0.48,1.0,0.0,0.0,0.0,0.0,1.0,3.232366758347895,3.30667651284024,2.766894803423295,2.9245,3.3262,6.225,0,,2.5910462926477833,,,,,,
retained-noise-25Hz,107,12,0.04307999022043779,0.17488571451321872,0.262988728819334,0.00819712833778953,0.015889895683066806,0.023687344137536866,0.0017252959914972421,1.118033988749895,0.09452632305721799,3.97161424677397,5.38969167660209,0.5693209970404506,0.52,1.0,0.0,0.0,0.0,0.0,1.0,3.232434898812615,3.31328489627551,2.692218697477471,2.9255000000000004,3.2423,6.484,0,,2.5910462926477833,,,,,,
retained-noise-25Hz,108,12,0.043012770525917794,0.17649137010351995,0.26406250511494456,0.008745694241721419,0.016192855318249804,0.02267947216737644,0.0016944815061171047,1.118033988749895,0.09468662014271077,3.988197343584122,5.3805024849636816,0.6057929197571813,0.56,1.0,0.0,0.0,0.0,0.0,1.0,3.2312705812215787,3.33974810342269,2.7212678602976816,2.9415,3.6939000000000006,6.46,0,,2.5910462926477833,,,,,,
retained-noise-25Hz,109,12,0.04563785185211724,0.189073732310846,0.2854222067262543,0.008691361409260011,0.016136000135833228,0.023893448275954937,0.0017383895826490069,1.118033988749895,0.08922637402273612,3.8257946369326725,4.924293033264054,0.6462776763067681,0.56,1.0,0.0,0.0,0.0,0.0,1.0,3.2338728989710503,3.31977114986257,2.730113191128983,2.872,3.17975,6.189,0,,2.5910462926477833,,,,,,
