scenario,planTime,stage,time,axle,anchorBeta,candidateBeta,betaSlope,anchorSteering,candidateSteering,anchorForce,betaForceChange,affineForce,nonlinearForce,capacity,slip
straight,2,20,2.95,1,0.999986365678642,0.999987988063294,1245745.54864313,-0.698021148631939,-0.698117582606082,-33.9700218609012,2.02107845822264,-31.9489434026182,-31.8849512313876,31.8849512313876,0.848682931376411
straight,2,20,2.95,2,0.999986365678642,0.999987988063294,-1236148.10225116,-0.698021148631939,-0.698117582606082,33.7083107401195,-2.00550770849939,31.7028030315414,-31.6393038674558,31.6393038674558,0.113384869159015
straight,2,21,3,1,-0.999972203351999,-0.999987987629491,872459.508542453,0.0738795309454114,0.326428008373844,48.5035738353791,-13.7711429829256,34.732430852484,31.8855269749196,31.8855269749196,-0.223607468045591
straight,2,21,3,2,-0.999972203351999,-0.999987987629491,865737.924530753,0.0738795309454114,0.326428008373844,48.1298936322177,-13.6650476357025,34.4648459965829,-31.6398751753567,31.6398751753567,0.111877705150668
straight,2,22,3.05,1,0.685153482934201,0.626277439196899,-2407.54965218128,0.0187956675216415,0.0254531974384042,3853.86819300873,141.746998621552,-577.046087255125,-4735.98217756676,5071.51275963593,0.067038582934034
straight,2,22,3.05,2,0.685153482934201,0.626277439196899,-4329.72201550759,0.0187956675216415,0.0254531974384042,4493.72490149493,254.916902755385,1374.7103229996,-5032.44091876936,5032.44091876936,0.125604216194887
straight,2,23,3.1,1,-0.119597773498773,0.0508898053576081,-783.640839754378,-0.431318632666721,-0.457073912151462,-6458.58121392844,-133.601029462705,-6592.18224339114,-6496.84423536043,6496.84423536043,0.547729233468218
straight,2,23,3.1,2,-0.119597773498773,0.0508898053576081,113.803934562286,-0.431318632666721,-0.457073912151462,3607.64524295933,19.4021572678542,-10803.8526179925,-6446.79138601747,6446.79138601747,0.140496811192934
straight,2,24,3.15,1,-0.195980345311393,0.0724046163072734,-1300.1178183478,-0.690748937983507,-0.698034638922112,-6379.12187921983,-348.932070777017,-6728.05394999685,-6488.19916268866,6488.19916268866,0.748198881753795
straight,2,24,3.15,2,-0.195980345311393,0.0724046163072734,1.51492339159505,-0.690748937983507,-0.698034638922112,370.740566758071,0.406582656308458,-11529.8150751687,-6201.49769336326,6438.21291653093,0.0812291610587491
straight,2,25,3.2,1,-0.0421690109569205,0.141865126525932,-267.241458975857,-0.210299814247634,-0.116520533108955,-6493.4595837444,-49.1815514022809,-6529.23643674926,-6427.52839400861,6439.47892707586,0.124899072943119
straight,2,25,3.2,2,-0.0421690109569205,0.141865126525932,-4.73843213933332,-0.210299814247634,-0.116520533108955,-1397.89800784853,-0.872033271783235,-3522.29279065751,-3325.71423750835,6389.86803032236,0.0262953260714789
straight,2,26,3.25,1,0.0132504324934712,0.0698318922574796,-65.4343834616725,-0.0184941880068923,-0.0617140136235593,6292.65259132085,-3.70237293501931,4786.83061817638,-1667.58796104928,6489.39243971181,0.0135969459018275
straight,2,26,3.25,2,0.0132504324934712,0.0698318922574796,5.30409268784075,-0.0184941880068923,-0.0617140136235593,-2513.49423192241,0.300113307001632,-2168.33232304562,-2139.62209299301,6439.39700033458,0.0153636608110873
straight,2,27,3.3,1,0.0159344213466171,0.0201112128554409,-19.7401740047846,-0.0102134749141559,-0.0240327729374826,4069.26801019472,-0.0824505911658897,-356.385252356048,-2829.76921284692,6503.95758713381,0.0250553968535967
straight,2,27,3.3,2,0.0159344213466171,0.0201112128554409,1.99629026036181,-0.0102134749141559,-0.0240327729374826,-1473.21778713769,0.00833808820862695,-283.457538142522,-121.232392139156,6453.84993525723,0.000770376516060781
straight,2,28,3.35,1,0.0152071196491991,0.0146400601757029,-2.15728740709168,-0.00678560162154927,-0.00440722663744251,1568.33402693664,0.00122331026124538,-68.4037827296775,-353.149416905495,6504.57610507081,0.00266555414769284
straight,2,28,3.35,2,0.0152071196491991,0.0146400601757029,0.368009381591837,-0.00678560162154927,-0.00440722663744251,-668.276401935195,-0.000208683206167127,69.7392241714134,137.072033823304,6454.46368802148,-0.000871753737834233
straight,2,29,3.4,1,0.0149411881626379,0.0138398988467651,-0.257468059618227,-0.00448097353553714,-0.0028760893591307,568.300939504595,0.000283546823236065,-37.6422077269742,-98.0694242258098,6504.65023550442,0.000730345176815173
straight,2,29,3.4,2,0.0149411881626379,0.0138398988467651,0.0730584339309457,-0.00448097353553714,-0.0028760893591307,-304.405636547797,-8.04584727225524e-05,46.6821939458221,69.9480444404811,6454.53724734098,-0.000443298286822195
straight,2,30,3.45,1,0.0148941101692678,0.0137797658648498,-0.0532615897910209,-0.00290576872372053,-0.00267661908987625,261.745742512676,5.9351749227873e-05,-41.9471013084093,-62.637793911741,6504.6556381703,0.000465623431874897
straight,2,30,3.45,2,0.0148941101692678,0.0137797658648498,0.0188471948649783,-0.00290576872372053,-0.00267661908987625,-155.671667499381,-2.10022642520451e-05,-2.58071244509654,5.94155860647204,6454.54260838375,-3.75300136156626e-05
straight,2,31,3.5,1,0.0148808783438166,0.0137944866672187,-0.0189419061148588,-0.00180637713852409,-0.00256242763900568,156.737443775903,2.05783291420822e-05,-38.932095223285,-45.2940000027671,6504.6543177504,0.000336395796299068
straight,2,31,3.5,2,0.0148808783438166,0.0137944866672187,0.00603590906467564,-0.00180637713852409,-0.00256242763900568,-88.342845684962,-6.55736136856568e-06,-29.1173756971185,-26.1419914948004,6454.5412981366,0.000165299272667593
straight,2,32,3.55,1,0.0148563110199891,0.0138056664812593,-0.0091515273331234,-0.00102933104994269,-0.00242684767843831,109.215035808686,9.61500221358223e-06,-32.7126148960462,-31.5429723586347,6504.65331400636,0.000234101964468644
straight,2,32,3.55,2,0.0148563110199891,0.0138056664812593,0.00211801102504012,-0.00102933104994269,-0.00242684767843831,-52.4401927461434,-2.22527671642782e-06,-40.3373463812284,-39.7616230451236,6454.54030212559,0.000251595608674394
straight,2,33,3.6,1,0.0148187645686197,0.0138115986696045,-0.00515026166154987,-0.000472917237401893,-0.0022708150524609,82.1119949590602,5.18716791651872e-06,-26.5471339933541,-20.8583866442934,6504.65278107342,0.000154719346203721
straight,2,33,3.6,2,0.0148187645686197,0.0138115986696045,0.000712446510524693,-0.000472917237401893,-0.0022708150524609,-30.4758699129221,-7.1755183027289e-07,-44.111858331044,-44.7410568760013,6454.53977329846,0.000283176651384897
straight,2,34,3.65,1,0.0147745992204964,0.0138146181465635,-0.00319576370003094,-6.8802472256619e-05,-0.00210475198936791,64.8166507001436,3.06787266879155e-06,-21.4466858130285,-12.9756430928983,6504.65250972324,9.62092902425469e-05
straight,2,34,3.65,2,0.0147745992204964,0.0138146181465635,0.000191328852788693,-6.8802472256619e-05,-0.00210475198936791,-15.8248070104549,-1.83672077574443e-07,-44.4099863740743,-45.7058459452041,6454.53950403881,0.000289297520428678
straight,2,35,3.7,1,0.0147294560481108,0.0138158034195888,-0.002155911723644,0.000229351313658324,-0.00193702587702135,53.3397638418513,1.96975441316875e-06,-17.4950996438673,-7.34467948621398,6504.65240319054,5.44421785949583e-05
straight,2,35,3.7,2,0.0147294560481108,0.0138158034195888,2.35030358942237e-05,0.000229351313658324,-0.00193702587702135,-5.55685186653841,-2.14736105230046e-08,-43.0390495390574,-44.7207400741099,6454.53939832686,0.000283047763030275
straight,2,36,3.75,1,0.0146870404110444,0.0138157072999557,-0.00157398358709011,0.000453212432950535,-0.00177317854317115,45.6538057564416,1.37146401574172e-06,-14.4978375352128,-3.38679036413439,6504.65241183014,2.50993700520751e-05
straight,2,36,3.75,2,0.0146870404110444,0.0138157072999557,-2.63349197950373e-06,0.000453212432950535,-0.00177317854317115,1.86300795210594,2.29464875952802e-09,-40.835775122599,-42.7571502103298,6454.5394068999,0.000270592169000219
straight,2,37,3.8,1,0.0146495054426789,0.013814727950049,-0.00123656499690175,0.000624596076948833,-0.00161609704531827,40.5245176473073,1.03225662758754e-06,-12.1588523953761,-0.555687760739853,6504.65249985445,4.11758255167215e-06
straight,2,37,3.8,2,0.0146495054426789,0.013814727950049,-4.08861936149362e-05,0.000624596076948833,-0.00161609704531827,7.34870822189212,3.4130874189057e-08,-38.2340788851807,-40.327928072678,6454.53949424605,0.0002551864589807
straight,2,38,3.85,1,0.0146179837696336,0.0138131750140889,-0.00103653302528799,0.00075866411738558,-0.00146745775536809,37.1466225043028,8.34210854163023e-07,-10.3008974655055,1.48974181751057,6504.65263942007,-1.10393444062956e-05
straight,2,38,3.85,2,0.0146179837696336,0.0138131750140889,-9.98305799433683e-05,0.00075866411738558,-0.00146745775536809,11.4937160066282,8.03445248095295e-08,-35.5285665917788,-37.7202408425581,6454.53963273644,0.00023865328203529
straight,2,39,3.9,1,0.0145929912645516,0.0138112798771665,-0.000917580730371431,0.000866059345740598,-0.00132836249141903,34.9827504649755,7.17283305776469e-07,-8.83563921841089,2.94749363003321,6504.65280971876,-2.18432673256661e-05
straight,2,39,3.9,2,0.0145929912645516,0.0138112798771665,-0.000162950867557601,0.000866059345740598,-0.00132836249141903,14.6953818374619,1.27380548754055e-07,-32.8205089307878,-35.0594895466417,6454.53980172311,0.000221788286033312
straight,2,40,3.95,1,0.0145746943591632,0.0138092095259527,-0.000848904751649169,0.000954328895053001,-0.00119909427802191,33.670800346429,6.49823712227828e-07,-7.64861865746111,4.00809151214786,6504.65299573564,-2.97047545638508e-05
straight,2,40,3.95,2,0.0145746943591632,0.0138092095259527,-0.000223681736525827,0.000954328895053001,-0.00119909427802191,17.2267158111884,1.71224976776724e-07,-30.1847438109574,-32.437844283713,6454.53998630688,0.000205175718208296
straight,2,41,4,1,0.0145630775237954,0.0138070785749051,-0.000812938074962059,0.00102886902629847,-0.00107951809182876,32.9637397861418,6.14580330184184e-07,-6.6621392974654,4.80022468007995,6504.65318716817,-3.55768541827829e-05
straight,2,41,4,2,0.0145630775237954,0.0138070785749051,-0.000279968233964481,0.00102886902629847,-0.00107951809182876,19.278982707755,2.11655690599809e-07,-27.6672361062722,-29.9134182322127,6454.54017626458,0.000189183470980334
straight,2,42,4.05,1,0.0145580446980238,0.0138049629856007,-0.000799110589216973,0.0010935434411786,-0.000969241661429647,32.6881540330162,6.01795570942936e-07,-5.82235438644473,5.41191033775824,6504.65337719145,-4.01116191132383e-05
straight,2,42,4.05,2,0.0145580446980238,0.0138049629856007,-0.00033172569978588,0.0010935434411786,-0.000969241661429647,20.9878904474646,2.49816558049495e-07,-25.2933761222689,-27.5200601908459,6454.5403648239,0.000174025408080909
straight,2,43,4.1,1,0.0145594785546757,0.0138029121150412,-0.000800481414401798,0.00115107347364932,-0.000867721934640327,32.7145376314719,6.05617373687555e-07,-5.09105277163637,5.90405200864962,6504.65356137387,-4.37603447454078e-05
straight,2,43,4.1,2,0.0145594785546757,0.0138029121150412,-0.000379640215477642,0.00115107347364932,-0.000867721934640327,22.450293090146,2.87223046165993e-07,-23.0746918994518,-25.2751304090245,6454.54054758734,0.000159810818662429
straight,2,44,4.15,1,0.0145672730279992,0.0138009584118649,-0.00081173366304922,0.00120326118941222,-0.000774334330015863,32.9345980887318,6.22043370402859e-07,-4.44019724391011,6.31931267393891,6504.65373680452,-4.68392198816937e-05
straight,2,44,4.15,2,0.0145672730279992,0.0138009584118649,-0.000424590554740648,0.00120326118941222,-0.000774334330015863,23.7347971410153,3.25369947970332e-07,-21.0136279012776,-23.1850028191577,6454.54072166644,0.000146579389780795
straight,2,45,4.2,1,0.0145813484001438,0.0137991251676234,-0.000827770886196396,0.00125107925955673,-0.000688416500351985,33.2419306736556,6.47501618386856e-07,-3.84811992932933,6.68800388573414,6504.65390139611,-4.95729241503703e-05
straight,2,45,4.2,2,0.0145813484001438,0.0137991251676234,-0.000467345607949251,0.00125107925955673,-0.000688416500351985,24.8881321007947,3.65568592154294e-07,-19.1067803577328,-21.2487637309727,6454.54088498999,0.000134324700548345
straight,2,46,4.25,1,0.0146016537953072,0.0137974331141486,-0.000842510851042134,0.00129464001206985,-0.000609294559930313,33.5129383708891,6.77564650508607e-07,-3.29671278496284,7.03200651095434,6504.65405329196,-5.21236652479197e-05
straight,2,46,4.25,2,0.0146016537953072,0.0137974331141486,-0.000508362328670423,0.00129464001206985,-0.000609294559930313,25.9383161764194,4.08835498238693e-07,-17.3470119599059,-19.4605855670104,6454.5410357156,0.000123009290449963
straight,2,47,4.3,1,0.0146281581224188,0.0137959066460348,-0.000847768076471306,0.00133305054162519,-0.000536296974100472,33.5867617969659,7.05556233274506e-07,-2.76914092305992,7.367365551375,6504.6541903072,-5.46104017932602e-05
straight,2,47,4.3,2,0.0146281581224188,0.0137959066460348,-0.000547586495587606,0.00133305054162519,-0.000536296974100472,26.895093815442,4.5572966940075e-07,-15.7247677596869,-17.8111287048102,6454.54117167526,0.000112573553101816
straight,2,48,4.35,1,0.0146608254354106,0.0137945808407324,-0.000832457110916741,0.00136417046375313,-0.000468757430462694,33.2453510193024,7.21111472633089e-07,-2.24749138383066,7.70621632412589,6504.65430929872,-5.71231169576022e-05
straight,2,48,4.35,2,0.0146608254354106,0.0137945808407324,-0.000584199589753758,0.00136417046375313,-0.000468757430462694,27.7478815712558,5.06059736837436e-07,-14.2287970300782,-16.288193888136,6454.54128975004,0.000102939874676255
straight,2,49,4.4,1,0.0146995627244525,0.0137935158759542,-0.000779812258723186,0.00138385442277221,-0.000406012117145335,32.1357303406664,7.06546439436544e-07,-1.71102194891716,8.05762868762558,6504.65440487142,-5.97290736713704e-05
straight,2,49,4.4,2,0.0146995627244525,0.0137935158759542,-0.000616291790775507,0.00138385442277221,-0.000406012117145335,28.4615355921754,5.5838923478757e-07,-12.8463639352307,-14.8767265787946,6454.54138458643,9.4012666261558e-05
straight,2,50,4.45,1,0.0147441050401748,0.0137928022724275,-0.000670225477726154,0.00138526532636167,-0.000347396823931443,29.7496396237217,6.37587351975663e-07,-1.13280778717433,8.42738508193632,6504.65446890792,-6.2471165051978e-05
straight,2,50,4.45,2,0.0147441050401748,0.0137928022724275,-0.000640191349466736,0.00138526532636167,-0.000347396823931443,28.9637690381643,6.090158026356e-07,-11.5634112838008,-13.5583410034457,6454.54144812959,8.56753567314568e-05
straight,2,51,4.5,1,0.0147939533124875,0.0137927257915914,-0.000487755599977352,0.00135768624522924,-0.000292230095050799,25.3398833070845,4.88354330168522e-07,-0.475695582999293,8.81785521679588,6504.65447577087,-6.53669812567687e-05
straight,2,51,4.5,2,0.0147939533124875,0.0137927257915914,-0.000649812337531968,0.00135768624522924,-0.000292230095050799,29.1311913536339,6.50609995754844e-07,-10.3637323663833,-12.3097423062917,6454.54145493966,7.77804197824562e-05
straight,2,52,4.55,1,0.0148475069380731,0.0137942166298862,-0.000240056469968416,0.00128435656093905,-0.00023979860126766,17.7495730861361,2.52849153235277e-07,0.312705957045836,9.22564549510558,6504.65434198478,-6.83913715077543e-05
straight,2,52,4.55,2,0.0148475069380731,0.0137942166298862,-0.000635964029760143,0.00128435656093905,-0.00023979860126766,28.7674150211814,6.69854748901801e-07,-9.22786946161299,-11.1004803547396,6454.54132218428,7.01351829029188e-05
straight,2,53,4.6,1,0.0148979790284389,0.0137998855407957,-2.10539445408952e-05,0.0011396740695991,-0.000189449942882905,5.24984209024884,2.31191993895599e-08,1.29614203621281,9.62272944351578,6504.65383313125,-7.1336479549644e-05
straight,2,53,4.6,2,0.0148979790284389,0.0137998855407957,-0.000585813449227067,0.0011396740695991,-0.000189449942882905,27.5641674637188,6.43277933570093e-07,-8.13171374033627,-9.88959342293945,6454.54081725105,6.24806309183173e-05
straight,2,54,4.65,1,0.0149083615980797,0.0138044253270961,0.000162626725184006,0.000886004474278991,-0.000140126438381627,-14.5809385692768,-1.79529540561911e-07,2.60639089833407,10.017919618843,6504.65342547957,-7.42676609594973e-05
