scenario,planTime,stage,time,axle,anchorBeta,candidateBeta,betaSlope,anchorSteering,candidateSteering,anchorForce,betaForceChange,affineForce,nonlinearForce,capacity,slip
straight,2,14,2.65,2,-0.999982946607309,-0.999987716547802,1105301.5000164,0.400460161944524,0.659348985426115,37.6986024912462,-5.27222238218307,32.4263801090419,-31.9948878738529,31.9948878738529,0.0942554331642239
straight,2,15,2.7,1,0.999987798464538,0.999987995190511,1316859.16436762,-0.124865979896904,-0.00131280079537618,-32.1356036386128,0.259060401233819,-31.8765432373621,-31.8754905034133,31.8754905034133,0.100698037076699
straight,2,15,2.7,2,0.999987798464538,0.999987995190511,-1306713.84596808,-0.124865979896904,-0.00131280079537618,31.8880252037299,-0.257064553593959,31.6309606500436,-31.6299160266209,31.6299160266209,0.100051919871123
straight,2,16,2.75,1,-0.999987991280425,-0.99998799551763,1327389.21534992,0.0153589883284299,-0.661997050042891,31.8806811327993,-0.00562442040912762,31.8750567126554,-31.8750562161231,31.8750562161231,0.756197176778207
straight,2,16,2.75,2,-0.999987991280425,-0.99998799551763,1317162.77155529,0.0153589883284299,-0.661997050042891,31.6350666664703,-0.00558108886889347,31.6294855775777,-31.6294850851576,31.6294850851576,0.0955720438350232
straight,2,17,2.8,1,0.999987362112864,0.999987991351894,-1293925.2720924,0.337563349399114,0.698098359021746,32.7051697659302,-0.81418828338117,31.8909814825747,31.8805862650794,31.8805862650794,-0.564038404395635
straight,2,17,2.8,2,0.999987362112864,0.999987991351894,-1283956.64049853,0.337563349399114,0.698098359021746,32.4532032917887,-0.807915631304478,31.645287660649,-31.6349725296283,31.6349725296283,0.091881880105466
straight,2,18,2.85,1,-0.999970545154683,-0.999987801253676,-847544.637925161,-0.456367170512004,0.698117986834824,-49.9293277602535,14.6253141729772,-35.3040135873016,32.1319305268578,32.1319305268578,-0.543406662144498
straight,2,18,2.85,2,-0.999970545154683,-0.999987801253676,841015.002530394,-0.456367170512004,0.698117986834824,49.544663293992,-14.5126381382172,35.0320251557278,-31.8843803902845,31.8843803902845,0.0721623756088473
straight,2,19,2.9,1,0.364651913108925,-0.984050046054706,-2547.57650396367,0.602129225160967,0.698107121228243,6057.3456056889,3435.92142201504,9493.26702770394,1157.23503649249,1157.23503649249,-0.581741165228899
straight,2,19,2.9,2,0.364651913108925,-0.984050046054706,-1838.53925392764,0.602129225160967,0.698107121228243,5767.37965547174,2479.64149377145,5571.74180907596,-1148.31949090795,1148.31949090795,0.0692484635403676
