time,affineStation,nonlinearStation,affineLateral,nonlinearLateral,affineYaw,nonlinearYaw,affineSpeed,nonlinearSpeed
2,219.944801534147,219.944801534147,-0.0538003953754231,-0.0538003953754231,-0.0434658928070271,-0.0434658928070271,9.71002072133945,9.71002072133945
2.05,220.423967656225,220.438901688834,-0.157119781712435,-0.0809402080611448,-0.0532469887632157,-0.046285719714463,9.62406827017705,10.0825159880761
2.1,220.884859183758,220.930476949744,-0.307247580720753,-0.0972345477502677,-0.0797429598287679,-0.040198644999772,9.11261215654811,9.59058743750916
2.15,221.327368116799,221.40429675474,-0.420497238550476,-0.101559126951969,-0.110861874717079,-0.0279546111580392,8.85276424355903,9.35785962565087
2.2,221.774209748102,221.8844436378,-0.487608683073924,-0.0947114720595226,-0.113305337708017,-0.00947917571613752,9.160742305794,9.83978087048571
2.25,222.250001713464,222.388462166467,-0.530905355683594,-0.0791048022231641,-0.102593740855455,0.016649035068439,9.91998988176279,10.3228780071477
2.3,222.763520842708,222.916105797509,-0.582561620253211,-0.0541189641181053,-0.10098704581409,0.0504300245066948,10.7116403160034,10.8034833926633
2.35,223.283954760623,223.442877317643,-0.633767347649653,-0.0205525352758428,-0.0986462711206238,0.0918190393617307,10.2140722112575,10.3074818244141
2.4,223.809784665498,223.968442295777,-0.683316720045986,0.0135539592352018,-0.0922876160800223,0.131532853850711,10.9090129321891,10.7298503609947
2.45,224.340860403721,224.492634627501,-0.732186092800917,0.0475089288953016,-0.0819115587370116,0.169571468208339,10.4169474625185,10.202873236711
2.5,224.874692371439,225.014835969721,-0.771414792739426,0.0905124281840289,-0.0645410529679782,0.215218070336995,10.990480102497,10.6259581984067
2.55,225.411047329129,225.534793498164,-0.801208375289726,0.141744051849076,-0.0403639001298113,0.268472610459177,10.4979891701857,10.0537097382688
2.6,225.941677740989,226.043112654841,-0.786734289242938,0.194015613474117,-0.016779314394795,0.314456459669934,10.6893105598174,10.0166588567143
2.65,226.492905835058,226.561876890918,-0.728501327763921,0.25504074259291,-0.0034409400115174,0.353078542387717,11.2898845068403,10.3875039727922
2.7,227.046074106061,227.079405562724,-0.670054235586543,0.316763875450817,0.000190250704341297,0.391732536356811,10.7943172767355,9.78713456335064
2.75,227.600112124351,227.599297903404,-0.616137999396682,0.37536556934634,1.3915313790136e-08,0.426720538471984,11.3444106655554,10.2210780521888
2.8,228.153782465427,228.118453541528,-0.557489409242832,0.438011172046213,0.00368755981225574,0.465314633971021,10.7895837859794,9.59311948395736
2.85,228.705789513192,228.633021221944,-0.489666046013983,0.508497476497636,0.0153212611169287,0.511348497783067,11.2809393971667,9.90413417946737
2.9,229.25334207345,229.14747941176,-0.420952174063668,0.578615162404851,0.0273176438099632,0.557369420871047,10.6198236505375,9.22617363680542
2.95,229.765207271774,229.643998602677,-0.347202884348482,0.629824348456192,0.0345061918930094,0.595547146813524,9.88271559517315,8.53721431571553
3,230.269731238199,230.143284264747,-0.268157199676882,0.675255022278876,0.0368156537553361,0.625836948078162,10.3765096169004,8.86267142640899
3.05,230.772603611734,230.645200568095,-0.195756201550005,0.714212404669242,0.0332987177427533,0.650329638662504,9.83607002699856,8.18994122056384
