scenario,priorTime,maxStationError,maxLateralError,maxYawError,affineFinalStation,nonlinearFinalStation,affineFinalLateral,nonlinearFinalLateral,affineFinalSpeed,nonlinearFinalSpeed
straight,2,4.86693575911806,8.43805612945748,0.685548684577381,248.271030633687,243.404094874569,0.000458757968629587,8.43851488742611,10.0000875093342,8.47214078590354
sCurve,1.35,15.8631222762235,7.25044325550277,1.93638202129311,49.0553950372068,33.1922727609833,-0.0717052692837504,7.17873798621902,10.0070840878135,3.62710715993146
